Tweet ID,Date,Positive Sentiments,Neutral Sentiments,Negative Sentiments
7.96591E+17,10/20/18 3:08,0,0,0
2557200492,10/20/18 3:03,0,0,-0.388888889
998330953,10/20/18 2:36,0,0,0
8.89063E+17,10/20/18 2:31,0,0,0
8.51593E+17,10/20/18 2:11,0,0,0
3066606903,10/20/18 1:57,0,0,0
4369070604,10/20/18 1:44,1,0,0
4830328210,10/20/18 1:35,0.2,0,0
9.17256E+17,10/20/18 1:30,0.2,0,0
827926069,10/20/18 1:20,0,0,0
827926069,10/20/18 1:15,0,0,0
1691803320,10/20/18 1:09,0,0,0
827926069,10/20/18 1:03,0,0,-0.7
153166115,10/20/18 0:52,0,0,0
7.19048E+17,10/20/18 0:23,0,0,0
7.0771E+17,10/20/18 0:23,0.2,0,0
1691803320,10/20/18 0:22,0,0,0
219523172,10/20/18 0:20,0,0,0
1.0224E+18,10/20/18 0:06,0.35,0,0
1.0224E+18,10/20/18 0:04,0.35,0,0
1.03429E+18,10/20/18 0:02,0,0,0
8.51666E+17,10/19/18 23:54,0,0,-0.5
98933366,10/19/18 23:40,0,0,0
8.18351E+17,10/19/18 23:08,0.4,0,0
4925038287,10/19/18 22:59,0,0,0
8.77874E+17,10/19/18 22:55,0,0,0
1257640543,10/19/18 22:50,0,0,0
2848506598,10/19/18 22:49,0.6,0,0
7.46967E+17,10/19/18 22:41,0,0,0
2568592763,10/19/18 22:41,0,0,0
590933308,10/19/18 22:38,0,0,0
9.94842E+17,10/19/18 22:25,0.033333333,0,0
8.44623E+17,10/19/18 22:06,0.4,0,0
22289785,10/19/18 22:00,1,0,0
9.19534E+17,10/19/18 21:52,0,0,0
8.07989E+17,10/19/18 21:43,0.35,0,0
608630559,10/19/18 21:31,0,0,0
31327090,10/19/18 21:25,0,0,0
7.35163E+17,10/19/18 20:43,0.15,0,0
9.20431E+17,10/19/18 20:39,0.166666667,0,0
1.00187E+18,10/19/18 19:30,0.366666667,0,0
1.02574E+18,10/19/18 19:08,0,0,0
9.90004E+17,10/19/18 19:04,0,0,0
1578813518,10/19/18 18:51,0,0,0
777056666,10/19/18 18:47,0,0,0
149825769,10/19/18 18:41,0.646428571,0,0
9.64186E+17,10/19/18 18:37,0,0,0
1.04588E+18,10/19/18 18:33,0,0,0
149825769,10/19/18 18:24,0,0,0
3129975680,10/19/18 18:22,0.275,0,0
1.04791E+18,10/19/18 18:03,0,0,0
3343758045,10/19/18 17:54,0,0,0
1693446168,10/19/18 17:39,0,0,0
43163835,10/19/18 17:38,0,0,-0.85
1.00294E+18,10/19/18 17:37,0,0,-0.7
9.83485E+17,10/19/18 17:37,0.2,0,0
842638400,10/19/18 17:36,0,0,0
1.04077E+18,10/19/18 17:35,0,0,0
3853841181,10/19/18 17:35,0,0,0
211017521,10/19/18 17:33,0,0,0
106939071,10/19/18 17:32,0,0,0
1.04403E+18,10/19/18 17:32,0,0,0
1021236805,10/19/18 17:32,0,0,0
4731563078,10/19/18 17:32,0,0,0
162511429,10/19/18 17:32,0,0,0
1345688162,10/19/18 17:32,0,0,0
2430554688,10/19/18 17:31,0,0,0
377029857,10/19/18 17:31,0.333333333,0,0
4452781403,10/19/18 17:24,0,0,0
2734337397,10/19/18 16:56,0,0,-0.1
4706018995,10/19/18 16:50,0,0,0
1.0099E+18,10/19/18 16:44,0,0,-0.6
1592857207,10/19/18 16:24,0,0,0
1313527375,10/19/18 16:19,0.05,0,0
136199110,10/19/18 16:15,0,0,-0.25
1.02761E+18,10/19/18 16:08,0,0,0
1220068255,10/19/18 16:03,0,0,0
4899175205,10/19/18 15:56,0.055555556,0,0
527078589,10/19/18 15:33,0,0,0
229618145,10/19/18 15:27,0.136363636,0,0
1578813518,10/19/18 15:26,0,0,0
2849152088,10/19/18 15:25,0.5,0,0
2823780988,10/19/18 15:23,0.05,0,0
3323030155,10/19/18 15:22,0,0,-0.5
