tweet_id,created,tweet ,location,Hashtags,
90393035,2018-10-21 21:25:39,you guys artistic i love stylekanyelove open mental issuesmany denialtravissicko mode rockets fan you 2 make kardashians even betterfaves one show ,East Texas,[],
278958316,2018-10-21 21:25:27,kanye west responds to snoop dogg claiming kim kardashian slept with drake ,lagos, nigeria.,[],
1878683947,2018-10-21 21:25:22,kanye change world changed he artist witnessed transition kanye sweetheart hip hop world world changed (so norms culture changed too) and (same) kanye sounds like sell ,Dreamland,[],
489361848,2018-10-21 21:25:17,i love kanye ,,[],
240016492,2018-10-21 21:25:04,candace owens kanye want unite black americans behind gop ,dayton,ohio,[],
1048632695130136582,2018-10-21 21:25:04,tonight kim kardashian west show - i sure hope asked #kanye back meds and maybe hell give box matches #maga hat wears ,Texas, USA,[{'text': 'Kanye', 'indices': [87, 93]}, {'text': 'MAGA', 'indices': [166, 171]}],
238028502,2018-10-21 21:24:58,peak 2018 kanye coming support brother nature salvo everybody loving everybody ,Columbus, Oh,[],
1008804288485785600,2018-10-21 21:24:48,how dont cover kanyes politics news? ,the center of awful,[],
2346165128,2018-10-21 21:24:35,wtf happened kanye west? make america ghetto again ,,[],
59456126,2018-10-21 21:24:15,i liked video snoop dogg roast kanye after finding draked smashed kim kardashian keke? ,Lisbon - Portugal,[],
799104738470096896,2018-10-21 21:24:05,video: colbert goes after alex jones kanye west sesame street audition ,New York, USA,[],
747926072524578819,2018-10-21 21:24:02,kanye publically sided man racist sexist sexual assaulter tolerating well known facts trump supporting bad actually ,,[],
137501586,2018-10-21 21:23:49,kanye west responds to snoop dogg claiming kim kardashian slept with drake ,New York, USA,[],
102551981,2018-10-21 21:23:45,trump likes kanye kanye likes good chance neither likes really ,UK,[],
795661569858224128,2018-10-21 21:23:38,kanye old shit gets run tho ,Compton, CA,[],
4126590760,2018-10-21 21:23:36,video: colbert goes after alex jones kanye west sesame street audition  newswars ,,[],
31240471,2018-10-21 21:23:29,plot twist: kanye gets donald issue pardon ,London, England,[],
2448783135,2018-10-21 21:23:24,kanye wayne chief keef young thug soulja boy ,Brooklyn, NY,[],
2151751657,2018-10-21 21:23:15,kanye? ,,[],
2493204282,2018-10-21 21:23:07,kanye west - feedback ,Cameroon,[],
1039015827096436737,2018-10-21 21:23:03,kanye made chelsea boots popular though ,New York, USA,[],
470483970,2018-10-21 21:22:46,who president 2018? donald trump huh vice president kanye west??? #backtothefuture ,,[{'text': 'BackToTheFuture', 'indices': [87, 103]}],
591049065,2018-10-21 21:22:29,kanye probably thinks earth square ,,[],
484253378,2018-10-21 21:22:18,very sad kanye ,,[],
706134825653006336,2018-10-21 21:22:12,if kanye wants rebrand new moniker uncle tom-ye not figuratively shuffle kissing tinys ass literally wants repeal 13th amendment prohibits slavery - uncle tom-ye wants a return to slavery wtf america? ,A Red State (Sigh),[],
1029879983840415744,2018-10-21 21:21:52,kanye stan ,we are never out of the woods,[],
930698448508215296,2018-10-21 21:21:47,cant group kanyes personal political opinion literal rape pedophilia wtf ,United States,[],
3229318541,2018-10-21 21:21:45,seriously not trump fucking celebrity trump folks love hear opinions kanye west ted nugent ,,[],
2519541131,2018-10-21 21:21:39,re-listening new slaves im convinced kanye west died 2014 weve watching billionaire try cheat turing test modelling robot crazy person ever since ,Durham, NC,[],
1878683947,2018-10-21 21:21:32,tu pac came right time kanye came transitional time jesse jags came wrong time here points: if tu pac (with vibes & songs) rapper wouldnt legend he could one local neighborhood rapper ny ,Dreamland,[],
994578300,2018-10-21 21:21:23,ashy mouth ass kanye ,Baytown, TX,[],
462242719,2018-10-21 21:21:22,creerias en lo que crees si fueses el unico que lo creyera? ~kanye west ~ ,Colombo-Rumana,[],
833907261080690690,2018-10-21 21:21:14,i knew something kanye said hated paparazzi nazis ,,[],
54238235,2018-10-21 21:21:14,thats problem: still slave mentality despite abolished >100 yrs ago how people ever get passed still stuck identity politics? youre perpetuating stereotype kanye must think blacks; thats racist ,Dallas, TX,[],
726639556670423040,2018-10-21 21:21:11,or even kanye west i still listen music ye artist & person need held accountable things says and technology way today now based personal opinions biases i given opportunity make choice ,Bronx, NY,[],
1052164485128032256,2018-10-21 21:20:36,kim kardashian says kanye wests relationship with president trump has its perks ,South Africa,[],
2556058048,2018-10-21 21:20:32,never i mention anything quashing free speech i merely pointed people active vote use position celebrity endorse politician moot i would expect kanye west tell vote local election ,Dundee, Scotland,[],
18494028,2018-10-21 21:20:24,very good article much mull how painful episode watch though im bipolar im finally done with kanye west - complex ,Boston, MA,[],
1646969479,2018-10-21 21:20:23,when kanye said tried play nice everybody took advantage you left fridge open somebody took sandwich ,,[],
60157120,2018-10-21 21:20:17,ik heb een video toegevoegd aan een every sample from kanye wests ye ,Nederland,[],
41471928,2018-10-21 21:19:53,when kanye van jones leading discussion prison reform america weve already lost so many people putting work years ,Conscious Side of Twitter,[],
45642031,2018-10-21 21:19:51,satire and course kanye west entirely satire at least hope satire ,Okie now living inGeorgia, USA,[],
584056139,2018-10-21 21:19:45,pete davidson idiot called kanye jackass lol ,⠀⠀          Germany⠀⠀ ⠀⠀,[],
1050852170449338369,2018-10-21 21:19:39,just look kanye wests clothing line ,Washington, USA,[],
926600953,2018-10-21 21:19:37,twitter thinks keeping up with the kardashians lining kim kanyes divorce ,Dallas, TX,[],
780785826712068096,2018-10-21 21:19:35,very nice kanye ,why tf do you need to know,[],
990985771606728705,2018-10-21 21:19:28,twitter run globalists you kanye make gab accounts ,Actual spambot living in eternal fear of Hillary Clinton,[],
932039192879812609,2018-10-21 21:19:27,life right isnt great bright side kanye west drops yandhi exactly 33 days sooo ,Flemingsburg, KY,[],
244637231,2018-10-21 21:19:21,ceza cantando kim k e kanye west maracana daqui um ano ,Casablanca, Chile,[],
2671448120,2018-10-21 21:19:07,idc yall say im still listen kanye ,New Orleans, LA,[],
417978657,2018-10-21 21:19:00,happy birthday cant see kanye year #queen ,,[{'text': 'Queen', 'indices': [75, 81]}],
2472468984,2018-10-21 21:18:55,kanye easily ,Roseville, MN,[],
1129587169,2018-10-21 21:18:53,bumping graduation day front back n*gga genius hands everyone thinks hes crazy cause supports guess what? i and im crazy mofo like kanye i guess could say weird #:) #kanye2020 ,Ye Dun Kno ,[{'text': 'Kanye2020', 'indices': [253, 263]}],
883409227,2018-10-21 21:18:51,lil wayne chief keef xxxtentacion kanye west tupac biggie snoop dogg eminem lil boosie denzel curry **************** not in order ,OMAHA&EVERGREEN,[],
2300062526,2018-10-21 21:18:51,is keeping up with the kardashians lining kim kanyes divorce? twitter seems think ,Atlanta, GA,[],
98684504,2018-10-21 21:18:50,candace owens rapid rise defending two americas complicated men: trump kanye ,Canton, Ga,[],
2342636611,2018-10-21 21:18:49,girl stop dont want kanye  ,Denver, CO,[],
1323657276,2018-10-21 21:18:45,the shit said crazy ugly & weird looks like annoying little kid saying anything piss people kanye clownery 2018? ,,[],
2549110848,2018-10-21 21:18:20,if kanye west seriously runs president campaign slogan whoopity scoopity poop poop ,Kansas City, MO,[],
